threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,feature_config,model_name,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.1260923202505795,0.2826384979746066,0.7096920351910485,0.8690275435637999,0.1500097030855812,0.2558543649151841,0.4032910888461283,4532,8760,233,1546,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,validation,max_recall_precision_ge_0.15
0.18835640335647283,0.2826384979746066,0.7096920351910485,0.6593591905564924,0.2,0.3069073783359498,0.6484639373631478,8600,4692,606,1173,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,validation,max_recall_precision_ge_0.20
0.5,0.238889223344599,0.6830556747380863,0.0764525993883792,0.4208754208754209,0.12939958592132506,0.886565956298894,13021,172,1510,125,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,test,default_0.5
0.2562218104918169,0.238889223344599,0.6830556747380863,0.39694189602446484,0.23030518097941802,0.2914888838984954,0.7872268680874022,11024,2169,986,649,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,test,best_f1
0.14474037145536847,0.238889223344599,0.6830556747380863,0.7834862385321101,0.15224625623960067,0.2549507413673002,0.4950768815753979,6060,7133,354,1281,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,test,best_f2
0.09191943258301384,0.238889223344599,0.6830556747380863,0.9584097859327217,0.12000306325624138,0.21329884979241817,0.22046128945238738,1702,11491,68,1567,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,test,max_recall_precision_ge_0.12
0.1425092302072698,0.238889223344599,0.6830556747380863,0.7883792048929663,0.1500058186896311,0.25205318732890103,0.4840841650930672,5889,7304,346,1289,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,test,max_recall_precision_ge_0.15
0.2211866790746991,0.238889223344599,0.6830556747380863,0.4954128440366973,0.2,0.2849604221635884,0.7258564877259239,9953,3240,825,810,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr002_l220_cw025,199,70.63616774999537,1453,test,max_recall_precision_ge_0.20
0.5,0.28195903457903004,0.7094546635886595,0.10342889263631254,0.5,0.17140195621797857,0.881958728684228,13108,184,1595,184,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,validation,default_0.5
0.2500904151364964,0.28195903457903004,0.7094546635886595,0.4575604272062957,0.2644574398960364,0.33518632900967676,0.7857474620131378,11028,2264,965,814,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,validation,best_f1
0.17735683414995598,0.28195903457903004,0.7094546635886595,0.700955593029792,0.1915514592933948,0.3008806852455061,0.6154866963041603,8029,5263,532,1247,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,validation,best_f2
0.06638149571837271,0.28195903457903004,0.7094546635886595,0.9949409780775716,0.12,0.21416903623933692,0.13814610842014466,312,12980,9,1770,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,validation,max_recall_precision_ge_0.12
0.12468237096223063,0.28195903457903004,0.7094546635886595,0.8707138842046094,0.15000968429207825,0.25592730276745146,0.4023621524782695,4515,8777,230,1549,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,validation,max_recall_precision_ge_0.15
0.1883237456199545,0.28195903457903004,0.7094546635886595,0.6526138279932546,0.2,0.3061708860759494,0.6508526308804989,8648,4644,618,1161,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,validation,max_recall_precision_ge_0.20
